1438042986423_95_20150728002306-00329-ip-10-236-191-2_805336391_10, http://dbpedia.org/ontology/Swimmer, no results,
1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2, http://dbpedia.org/ontology/Mountain,0.05,
12125836_0_1134348206297032434, http://dbpedia.org/ontology/RadioStation,0.01,
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5, http://dbpedia.org/ontology/PoliticalParty,0.001,
24859353_0_7027810986004269522, http://dbpedia.org/ontology/Currency, no results,
41839679_0_3009344178474568371, http://dbpedia.org/ontology/Monarch,0.005,
29414811_13_8724394428539174350, http://dbpedia.org/ontology/VideoGame,0.01,
  2066887_0_746204117268168398, http://dbpedia.org/ontology/Saint,0.01,
68779923_2_1000046510804975562, http://dbpedia.org/ontology/Country,0.01,
71137051_0_8039724067857124984, http://dbpedia.org/ontology/Bird,0.05,
1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2, http://dbpedia.org/ontology/Cricketer, alpha outside the scope,Entity are linked to the wrong entities
64207896_0_3206705146602325658, http://dbpedia.org/ontology/Monarch,0.01,
55961337_0_6548713781034932742, http://dbpedia.org/ontology/Currency,0.01,Wrong classification. it should be Country and the algorithm classified it as Country
90593344_0_8311455501234425088, http://dbpedia.org/ontology/Mountain,0.05,
19654359_0_3020273135042459469, http://dbpedia.org/ontology/Airport,0.1,
54773498_0_4341462266113591159, http://dbpedia.org/ontology/Building,0.1,
39650055_5_7135804139753401681, http://dbpedia.org/ontology/Company, alpha outside the scope,"Entity are linked to people (e.g.  Allan Dell is Rugby Player, Aaron Dell is ice hockey player ). Which makes since. as a company such as Dell is named after the founder (Michael Dell). Another case is places are names after famous companies (e.g IBM rail station). Given that we are not performing advanced entity linking, this thing is expected to happen. While on the other hand, there are companies that from the knowledge graph does not have the class company (e.g. Marlboro) which has the classes (Place. Settlement. station. Infrastrucutre... ) Which is also due entity linking errors."
 8286121_0_8471791395229161598, http://dbpedia.org/ontology/Country,0.01,
77694908_0_6083291340991074532, http://dbpedia.org/ontology/Film,0.1,
70515524_0_5425995199745290007, http://dbpedia.org/ontology/Monarch, alpha outside the scope,"Entity linking problem, as a lot of them are not actually classified as Monach, but instead as athletes"
40534006_0_4617468856744635526, http://dbpedia.org/ontology/Wrestler,0.1,
34041816_1_4749054164534706977, http://dbpedia.org/ontology/Airport,0.1,
28423212_0_2742990779532526553, http://dbpedia.org/ontology/Company,0.05,
 5873256_0_7795190905731964989, http://dbpedia.org/ontology/Airline,0.01,
12183399_0_6725061928072492226, http://dbpedia.org/ontology/Country,0.01,
41648740_0_6959523681065295632, http://dbpedia.org/ontology/Country, alpha outside the scope,very small file and linked to a person and sport clubs
12151277_0_1262954734066545952, http://dbpedia.org/ontology/Hospital, no results,
74718406_0_3914457597478137388, http://dbpedia.org/ontology/Airport,0.1,
38390205_1_8150763005563658139, http://dbpedia.org/ontology/Hospital,0.05,
35188621_0_6058553107571275232, http://dbpedia.org/ontology/Film,0.05,
76373906_0_6904594838446307331, http://dbpedia.org/ontology/PoliticalParty,0.05,
 4501311_8_8306082458935575308, http://dbpedia.org/ontology/VideoGame,0.01,
38732532_0_1420803645394505878, http://dbpedia.org/ontology/Monarch,0.002,Was outside the alpha
12193237_0_8699643798888088574, http://dbpedia.org/ontology/Country,0.05,
 9686394_0_5980699488362107028, http://dbpedia.org/ontology/Airport,0.1,
64734047_0_5880705307495695536, http://dbpedia.org/ontology/Hospital,0.05,
73988811_0_2775758476756716904, http://dbpedia.org/ontology/Film,0.1,
40844462_1_6230938203735169234, http://dbpedia.org/ontology/Film,0.05,
77632062_0_2292892375652659825, http://dbpedia.org/ontology/City, alpha outside the scope,entity linking   
78005071_0_8643954006825971723, http://dbpedia.org/ontology/PoliticalParty,0.1,
53989675_0_8697482470743954630, http://dbpedia.org/ontology/Lake,0.01,
84548468_0_5955155464119382182, http://dbpedia.org/ontology/Film,0.1,
19361188_0_1640726405141876003, http://dbpedia.org/ontology/Mountain,0.1,
41819807_0_3139249984404131679, http://dbpedia.org/ontology/Lake,0.05,
76275868_0_4528346580716713695, http://dbpedia.org/ontology/Country,0.01,
43226272_0_5995103035300388365, http://dbpedia.org/ontology/Hospital,0.05,
24142265_0_4577466141408796359, http://dbpedia.org/ontology/VideoGame,0.01,
32051842_5_1757891723986774036, http://dbpedia.org/ontology/Museum,0.01,
63450419_0_8012592961815711786, http://dbpedia.org/ontology/Plant,0.1,
88732174_0_7321365014357502211, http://dbpedia.org/ontology/BaseballPlayer,0.1,
98312357_0_6395417306876145729, http://dbpedia.org/ontology/Monarch,0.005,
13719111_1_5719401842463579519, http://dbpedia.org/ontology/Bird,0.1,
39107734_2_2329160387535788734, http://dbpedia.org/ontology/Airport,0.1,
33401079_0_9127583903019856402, http://dbpedia.org/ontology/Person,0.4,Alpha was tuned manually
37856682_0_6818907050314633217, http://dbpedia.org/ontology/AdministrativeRegion, alpha outside the scope,Entity linking issue. most of them were actually linked to a country and to a sports team. which is understandable. 
74685423_0_8061289760697103949, http://dbpedia.org/ontology/Bird,0.1,
29021592_4_4348860179678308511, http://dbpedia.org/ontology/Monarch,0.1,
79966524_0_1484492112455633784, http://dbpedia.org/ontology/Animal, alpha outside the scope,Entity linking issue. a lot of them are actually linked to the class person rather than the class animal
 3887681_0_7938589465814037992, http://dbpedia.org/ontology/Lake, alpha outside the scope,A lot of them not linked to a lake. but instead to places. or the class person
 8009320_0_5507755752653817624, http://dbpedia.org/ontology/Country,0.01,
37541068_1_1156932518917623732, http://dbpedia.org/ontology/BaseballPlayer,0.1,
86297395_0_6919201319699354263, http://dbpedia.org/ontology/Country,0.01,
25404227_0_2240631045609013057, http://dbpedia.org/ontology/Film,0.1,
14380604_4_3329235705746762392, http://dbpedia.org/ontology/Company,0.1,
71840765_0_6664391841933033844, http://dbpedia.org/ontology/Lake,0.05,
39759273_0_1427898308030295194, http://dbpedia.org/ontology/Film,0.1,
12271141_0_8517913935669973086, http://dbpedia.org/ontology/Company,0.1,
47709681_0_4437772923903322343, http://dbpedia.org/ontology/VideoGame,0.01,
45073662_0_3179937335063201739, http://dbpedia.org/ontology/BaseballPlayer,0.1,
29414811_2_4773219892816395776, http://dbpedia.org/ontology/VideoGame,0.01,
  4444204_0_951426790527152756, http://dbpedia.org/ontology/City,0.026,Alpha was tuned manually
29412826_0_3422707769191426540, http://dbpedia.org/ontology/Museum,0.05,
75154185_0_1607627349983289012, http://dbpedia.org/ontology/City, alpha outside the scope,Entity linking issue. Cities are linked to peoples names
 90723763_0_874013697986950454, http://dbpedia.org/ontology/Company, alpha outside the scope,Entity linking issue. They are linked to Person more than others. 
55238374_0_3379409961751009152, http://dbpedia.org/ontology/Country,0.01,
21329809_0_5526008408364682899, http://dbpedia.org/ontology/City, alpha outside the scope,Entity linking issue. They are linked to Person more than others. 
61121469_0_6337620713408906340, http://dbpedia.org/ontology/Country,0.01,
11688006_0_8123036130090004213, http://dbpedia.org/ontology/Country,0.01,
51741865_0_9203644246202164492, http://dbpedia.org/ontology/RadioStation,0.01,
79327346_0_5787863739697336601, http://dbpedia.org/ontology/Country,0.01,
37815699_0_8391788584341609964, http://dbpedia.org/ontology/Person,0.01,
10630177_0_4831842476649004753, http://dbpedia.org/ontology/Building,0.1,
 1614988_0_8789868670151796042, http://dbpedia.org/ontology/Scientist,0.1,
21337553_0_8832378999628437599, http://dbpedia.org/ontology/Mountain,0.1,
 6869358_0_1379459120563510331, http://dbpedia.org/ontology/Novel, alpha outside the scope,Because the concepts Novel is not actually used as non of the entities linked to the cells has the type novel. even the ones that are correctly linked to the correct entity.
20135078_0_7570343137119682530, http://dbpedia.org/ontology/Film,0.05,
38428277_0_1311643810102462607, http://dbpedia.org/ontology/Film,0.1,
11833461_1_3811022039809817402, http://dbpedia.org/ontology/VideoGame,0.01,
52208141_2_5171684379987586712, http://dbpedia.org/ontology/Museum,0.01,
14311244_0_7604843865524657408, http://dbpedia.org/ontology/Mountain,0.1,
28646774_0_3256889721737611537, http://dbpedia.org/ontology/PoliticalParty,0.1,
 9567241_0_5666388268510912770, http://dbpedia.org/ontology/Newspaper,0.01,
16767252_0_2409448375013995751, http://dbpedia.org/ontology/Film,0.1,
41194422_0_7231546114369966811, http://dbpedia.org/ontology/Country,0.01,
86627271_6_2239821927452848323, http://dbpedia.org/ontology/Lake,0.05,
 53583534_0_503521622577229691, http://dbpedia.org/ontology/Building,0.1,
67865873_0_8259587610208037357, http://dbpedia.org/ontology/Country,0.01,
 3962429_0_3452614694863053249, http://dbpedia.org/ontology/Hotel,0.05,
57943722_0_8666078014685775876, http://dbpedia.org/ontology/Country,0.01,
29414811_12_251152470253168163, http://dbpedia.org/ontology/VideoGame,0.01,
24417511_0_3058323105166963431, http://dbpedia.org/ontology/BaseballPlayer,0.1,
96203994_0_2127964719640427252, http://dbpedia.org/ontology/Company,0.1,
19272019_0_1508498249156534553, http://dbpedia.org/ontology/University,0.01,
21333456_2_1886495893795687264, http://dbpedia.org/ontology/Scientist,0.1,
54719588_0_8417197176086756912, http://dbpedia.org/ontology/Film,0.05,
26310680_0_5150772059999313798, http://dbpedia.org/ontology/Currency,0.01,The class from web commons was wrong. It should be country rather than Currency. 
64499281_8_7181683886563136802, http://dbpedia.org/ontology/Museum,0.01,
68442591_0_8506821153001360777, http://dbpedia.org/ontology/Hospital,0.05,
39606331_0_1646213676302448706, http://dbpedia.org/ontology/PoliticalParty,0.1,
57938705_0_8737506792349461963, http://dbpedia.org/ontology/VideoGame,0.01,
28079336_2_2139598421036200532, http://dbpedia.org/ontology/Company,0.1,
43469354_0_6029017163991310319, http://dbpedia.org/ontology/City, alpha outside the scope,Entity linking issue. It is more connection to stations than cities
92896255_0_4593968708343548527, http://dbpedia.org/ontology/Plant,0.1,
32812626_0_5428724146873158593, http://dbpedia.org/ontology/Hospital,0.05,
28494901_6_7026744149694237309, http://dbpedia.org/ontology/Scientist,0.01,
44005578_0_5400481538370055338, http://dbpedia.org/ontology/PoliticalParty,0.1,
 28154036_0_909001972154294543, http://dbpedia.org/ontology/PoliticalParty, no results,
98458255_0_5873264818593370400, http://dbpedia.org/ontology/AcademicJournal, no results,
 4730513_0_8573199053866072336, http://dbpedia.org/ontology/Scientist,0.1,
49801939_0_6964113429298874283, http://dbpedia.org/ontology/Mountain,0.1,
70404164_0_5498195978476333642, http://dbpedia.org/ontology/City, alpha outside the scope,Entity linking issue. More linking to the class person than city
 50245608_0_871275842592178099, http://dbpedia.org/ontology/Film,0.025,Manually tuned
24850757_0_5978004733768297283, http://dbpedia.org/ontology/Country,0.01,
 3917335_0_7791699395300625164, http://dbpedia.org/ontology/Country,0.01,
 49087820_0_461228320225084868, http://dbpedia.org/ontology/Currency,0.01,The web common class is wrong. It should be Country
34899692_0_6530393048033763438, http://dbpedia.org/ontology/Country,0.01,
45593932_0_6869375743660252130, http://dbpedia.org/ontology/Scientist, alpha outside the scope,Entity linking issue. A lot of them are linked to stations
36039980_4_4283009829602711082, http://dbpedia.org/ontology/Mountain,0.1,
 54112392_0_160015365721559357, http://dbpedia.org/ontology/Lake,0.1,
22864497_0_8632623712684511496, http://dbpedia.org/ontology/VideoGame,0.01,
33242247_1_7232384061498591611, http://dbpedia.org/ontology/Election, alpha outside the scope,"No entity linking (except for one which has the value ""total"")"
11278409_0_3742771475298785475, http://dbpedia.org/ontology/Company, alpha outside the scope,Entity linking issue. Classified as person
 9834884_0_3871985887467090123, http://dbpedia.org/ontology/Museum,0.05,
39173938_0_7916056990138658530, http://dbpedia.org/ontology/Film,0.1,
70883081_0_5357790421435123524, http://dbpedia.org/ontology/PoliticalParty,0.05,
62564020_0_3836030043284699244, http://dbpedia.org/ontology/Animal, alpha outside the scope,Entity linking issue. Classified as person
28036255_0_5705563063166785494, http://dbpedia.org/ontology/Mountain,0.1,
61069974_0_1894536874590565102, http://dbpedia.org/ontology/Currency,0.001,"Web commons classified it wrongly as currency, while it should be country"
51130304_0_3035822254995425429, http://dbpedia.org/ontology/Monarch,0.01,
66329615_0_3585856495110277641, http://dbpedia.org/ontology/VideoGame,0.01,
64092785_0_4696367782987533337, http://dbpedia.org/ontology/Company,0.1,
68779923_5_2067037721454758189, http://dbpedia.org/ontology/Country,0.005,
29414811_6_8221428333921653560, http://dbpedia.org/ontology/VideoGame,0.01,
 29857217_0_961038783966485949, http://dbpedia.org/ontology/Newspaper,0.01,
25933880_0_4058554985574416690, http://dbpedia.org/ontology/Wrestler,0.01,
66009064_0_9148652238372261251, http://dbpedia.org/ontology/BaseballPlayer,0.1,
63389809_0_8179819543692215824, http://dbpedia.org/ontology/Company,0.1,
13357355_0_5384862281417742530, http://dbpedia.org/ontology/FictionalCharacter, no results,
16949304_0_2573050770332101882, http://dbpedia.org/ontology/Hospital,0.05,
99070098_0_2074872741302696997, http://dbpedia.org/ontology/Mountain,0.1,
60319454_0_3938426910282115527, http://dbpedia.org/ontology/Animal, alpha outside the scope,Entity linking issue. Linked to person 
56224555_0_3713922722778385817, http://dbpedia.org/ontology/Company,0.1,
 9206866_1_8114610355671172497, http://dbpedia.org/ontology/Country,0.01,
28079336_1_3124145965038277571, http://dbpedia.org/ontology/Company,0.1,
44206774_0_3810538885942465703, http://dbpedia.org/ontology/GolfPlayer,0.1,
21245481_0_8730460088443117515, http://dbpedia.org/ontology/Lake,0.05,
10151359_0_8168779773862259178, http://dbpedia.org/ontology/Book, alpha outside the scope,Entity linking issue. Linked to person 
21362676_0_6854186738074119688, http://dbpedia.org/ontology/Film,0.05,
74491133_0_7177831100884797849, http://dbpedia.org/ontology/Country,0.01,
  93702496_0_39013305210829591, http://dbpedia.org/ontology/Company,0.1,
32460905_0_5195150472060854231, http://dbpedia.org/ontology/Hospital,0.05,
52572391_0_8684896999787304275, http://dbpedia.org/ontology/Company,0.1,
48944826_0_2321751364268052533, http://dbpedia.org/ontology/VideoGame,0.01,
68779923_4_1832350971585698643, http://dbpedia.org/ontology/Country,0.01,
41480166_0_6681239260286218499, http://dbpedia.org/ontology/Saint, alpha outside the scope,Linked to Pope instead of Saint
21801207_0_8144839668470123042, http://dbpedia.org/ontology/VideoGame, no results,
86747932_0_7532457067740920052, http://dbpedia.org/ontology/Airline,0.01,
 9475172_1_1023126399856690702, http://dbpedia.org/ontology/TelevisionShow,0.1,
89511064_0_2199624509082573904, http://dbpedia.org/ontology/Country,0.01,
26270372_1_3774607938887520564, http://dbpedia.org/ontology/Monarch,0.01,
41194422_1_1172256090552737974, http://dbpedia.org/ontology/Country,0.01,
 50270082_0_444360818941411589, http://dbpedia.org/ontology/BaseballPlayer,0.1,
88353875_0_4876234304797064286, http://dbpedia.org/ontology/Mountain,0.1,
18422942_0_3659164506677528063, http://dbpedia.org/ontology/Work, alpha outside the scope,Very small number of entity linking and a couple of wrong entity linking
91959037_0_7907661684242014480, http://dbpedia.org/ontology/VideoGame,0.01,
69881946_0_1105130426898457358, http://dbpedia.org/ontology/Film,0.1,
 69381058_0_984708047398578866, http://dbpedia.org/ontology/Mountain,0.05,
55004961_0_2904467548072189860, http://dbpedia.org/ontology/Country,0.01,
10579449_0_1681126353774891032, http://dbpedia.org/ontology/Newspaper,0.01,
 21585935_0_294037497010176843, http://dbpedia.org/ontology/Airport,0.1,
80184932_0_4240003884724905487, http://dbpedia.org/ontology/Company,0.1,
68779923_1_3240042497463101224, http://dbpedia.org/ontology/Country,0.01,
90325533_0_6668263142989366843, http://dbpedia.org/ontology/Hospital,0.05,
53822652_0_5767892317858575530, http://dbpedia.org/ontology/Film,0.1,
29021592_3_2299138476894681059, http://dbpedia.org/ontology/Monarch,0.01,
88523363_0_8180214313099580515, http://dbpedia.org/ontology/Plant,0.1,
 76836443_2_249332777049648171, http://dbpedia.org/ontology/Scientist,0.1,
75367212_2_2745466355267233390, http://dbpedia.org/ontology/VideoGame,0.01,
30645756_0_2413317245475669227, http://dbpedia.org/ontology/PoliticalParty,0.1,
22987653_0_7774852112768859306, http://dbpedia.org/ontology/Scientist,0.1,
 55027702_0_628532586316851176, http://dbpedia.org/ontology/Lake,0.05,
 1146722_1_7558140036342906956, http://dbpedia.org/ontology/Mountain,0.05,
72017594_0_7055198579167316152, http://dbpedia.org/ontology/Museum,0.01,
27466715_0_3913547177671701530, http://dbpedia.org/ontology/VideoGame,0.01,
61753761_9_4735181228515289890, http://dbpedia.org/ontology/Museum,0.01,
43237185_1_3636357855502246981, http://dbpedia.org/ontology/Scientist,0.1,
 61626303_0_266372209664087642, http://dbpedia.org/ontology/RadioStation,0.01,
78650283_0_5937576517849452289, http://dbpedia.org/ontology/Currency,0.01,"Web Commons classified it wrongly as currency, while it should be country"
19073331_0_2742992342272078110, http://dbpedia.org/ontology/PoliticalParty,0.1,
30166286_0_1837439231599898748, http://dbpedia.org/ontology/Scientist,0.1,
45533669_1_7463037039059239824, http://dbpedia.org/ontology/RadioStation,0.01,
 13395751_3_369722706637560735, http://dbpedia.org/ontology/Lake,0.01,
80588006_0_6965325215443683359, http://dbpedia.org/ontology/Newspaper,0.01,
 91474256_0_964747655387573523, http://dbpedia.org/ontology/City, alpha outside the scope,Entity linking issue. A  lot of linking to the class person instead
98929678_0_3700213490979945526, http://dbpedia.org/ontology/Lake,0.01,
 5972322_0_3150366936082777235, http://dbpedia.org/ontology/Election,0.05,Web commons classified it wrongly as election instead it should be political party
58891288_0_1117541047012405958, http://dbpedia.org/ontology/Film,0.05,
 42764224_0_515744189130384109, http://dbpedia.org/ontology/PoliticalParty,0.05,
46671561_0_6122315295162029872, http://dbpedia.org/ontology/VideoGame,0.01,
73242003_5_4847571983313033360, http://dbpedia.org/ontology/VideoGame,0.01,
52299421_0_4473286348258170200, http://dbpedia.org/ontology/Country,0.01,
90196673_0_5458330029110291950, http://dbpedia.org/ontology/Animal, alpha outside the scope,Only one cell is linked to entities and it was classified as an instance of sports team
  3389822_6_374624044314151266, http://dbpedia.org/ontology/Mountain,0.1,
48456557_0_3760853481322708783, http://dbpedia.org/ontology/Animal,0.2,alpha was tuned manually
46646666_0_5802598112171303204, http://dbpedia.org/ontology/RadioStation,0.01,
24036779_0_5608105867560183058, http://dbpedia.org/ontology/Country,0.01,
15700884_0_8204220284166767221, http://dbpedia.org/ontology/Company,0.1,
84575189_0_6365692015941409487, http://dbpedia.org/ontology/AcademicJournal,0.01,
84675086_0_6386416780680710863, http://dbpedia.org/ontology/Bird,0.1,
12746760_0_6703465836620308483, http://dbpedia.org/ontology/PoliticalParty,0.1,
33167985_0_5220049369716352813, http://dbpedia.org/ontology/Mammal, alpha outside the scope,very small (only 4 cells are annotated) and non of them has the class Mammal
28993628_1_6072768612274729703, http://dbpedia.org/ontology/Mountain, alpha outside the scope,Entity linking problem. Connected to athletes and the file is considerably small
 7929299_0_3253718003116029649, http://dbpedia.org/ontology/Airport,0.1,
36102169_0_7739454799295072814, http://dbpedia.org/ontology/VideoGame,0.01,
97941125_0_8220652154649529701, http://dbpedia.org/ontology/Currency,0.01,"It is wrong, it should be a country and the application classified it correctly as a country"
 14067031_0_559833072073397908, http://dbpedia.org/ontology/Country,0.01,
41336118_0_4331895026409635103, http://dbpedia.org/ontology/Company,0.1,
 8468806_0_4382447409703007384, http://dbpedia.org/ontology/Lake,0.05,
29886325_0_1448173912684571475, http://dbpedia.org/ontology/City, alpha outside the scope,Entity linking was linked to a lot of un-related concepts like athletes movies video games files e.g. ƒ
69537082_0_7789694313271016902, http://dbpedia.org/ontology/Country,0.01,
78891639_0_3299957631631122948, http://dbpedia.org/ontology/City, alpha outside the scope,classified as region but city is on k=2 though. The reason be because the cells are more classified as region than city
68779923_0_3859283110041832023, http://dbpedia.org/ontology/Country,0.05,
93078729_0_1451251196788678526, http://dbpedia.org/ontology/Lake,0.01,
48805028_0_8933391169600128370, http://dbpedia.org/ontology/Bird,0.05,
49772588_0_6549847739640234347, http://dbpedia.org/ontology/Country,0.01,
 11599512_1_280388135214354946, http://dbpedia.org/ontology/Country, alpha outside the scope,The input file is noisy and the enitity linking connected to clubs places Dams and players
28086084_0_3127660530989916727, http://dbpedia.org/ontology/Saint,0.0003,alpha was tuned manually. Most of them are classified as Popes so we guess it is the correct class(782 pope results while only 247 saints)